,brightness,confidence,daynight,hour,date,Datetime,Fire,latitude,longitude
322,334.52,67,D,18:00:00,24/06/2023,24/06/2023 18:00,1,31.27612,-110.93397
323,335.43,63,D,20:00:00,30/06/2023,30/06/2023 20:00,1,31.2684,-110.93934
324,337.65,76,D,17:00:00,03/07/2023,03/07/2023 17:00,1,31.21906,-110.91372
325,342.44,83,D,17:00:00,03/07/2023,03/07/2023 17:00,1,31.2205,-110.92505
326,335.94,66,D,18:00:00,06/07/2023,06/07/2023 18:00,1,31.27612,-110.93904
327,341.08,78,D,21:00:00,17/07/2023,17/07/2023 21:00,1,30.81888,-111.23656
328,325.93,26,D,17:00:00,25/07/2023,25/07/2023 17:00,1,31.25322,-110.95888
329,332.52,48,D,17:00:00,25/07/2023,25/07/2023 17:00,1,31.27689,-110.93602
330,330.42,42,D,17:00:00,06/08/2023,06/08/2023 17:00,1,31.27674,-110.93672
331,328.22,35,D,17:00:00,06/08/2023,06/08/2023 17:00,1,31.25312,-110.96414
332,332.86,58,D,20:00:00,09/08/2023,09/08/2023 20:00,1,31.25679,-110.97062
333,339.39,82,D,20:00:00,11/09/2023,11/09/2023 20:00,1,30.76833,-110.82844
334,326.03,65,D,17:00:00,13/09/2023,13/09/2023 17:00,1,30.85365,-110.96088
335,314.95,90,N,05:00:00,15/09/2023,15/09/2023 05:00,1,30.83718,-110.97006
336,324.29,65,D,17:00:00,15/09/2023,15/09/2023 17:00,1,30.83632,-110.96177
337,323.8,62,D,17:00:00,16/09/2023,16/09/2023 17:00,1,30.82725,-110.97468
338,307.49,72,N,04:00:00,17/09/2023,17/09/2023 04:00,1,30.85721,-110.97426
339,324.75,72,D,17:00:00,17/09/2023,17/09/2023 17:00,1,30.85611,-110.97034
340,320.86,63,D,17:00:00,17/09/2023,17/09/2023 17:00,1,30.86177,-110.96307
341,302.54,38,N,09:00:00,18/09/2023,18/09/2023 09:00,1,30.87194,-110.9505
342,327.43,69,D,17:00:00,18/09/2023,18/09/2023 17:00,1,30.83261,-110.9352
343,325.13,38,D,17:00:00,18/09/2023,18/09/2023 17:00,1,30.87088,-110.94928
344,328,41,D,17:00:00,18/09/2023,18/09/2023 17:00,1,30.87231,-110.95957
345,332.39,53,D,17:00:00,18/09/2023,18/09/2023 17:00,1,30.87372,-110.96976
346,340.26,81,D,20:00:00,18/09/2023,18/09/2023 20:00,1,30.86989,-110.97072
347,324.69,11,D,20:00:00,18/09/2023,18/09/2023 20:00,1,30.81045,-110.98147
348,332.71,74,D,20:00:00,18/09/2023,18/09/2023 20:00,1,30.86238,-110.95789
349,333.47,56,D,20:00:00,18/09/2023,18/09/2023 20:00,1,30.87167,-110.95984
350,305.98,66,N,04:00:00,19/09/2023,19/09/2023 04:00,1,30.87224,-110.97795
351,307.48,72,N,04:00:00,19/09/2023,19/09/2023 04:00,1,30.87553,-110.96106
