Index,latitude,longitude,brightness,scan,track,satellite,instrument,confidence,version,bright_t31,frp,daynight,hour,date,hourly_datetime,temperature,apparent_temperature,heat_index,precipitation,humidity,wind_speed,solar_radiation,cloudiness,wind_direction,Fire
133,31.255,-110.9582,326.6,1.1,1,Terra,MODIS,42,6.03,312.2,7.4,D,18:00:00,26/04/2020,26/04/2020 18:00,35,36.4,35,0,8.4,4.4,714.4,0,312.9,1
134,31.2505,-110.9667,331.7,1.2,1.1,Aqua,MODIS,57,6.03,313.9,12.6,D,20:00:00,29/04/2020,29/04/2020 20:00,34.2,31.8,34.2,0,11.9,0.6,270.8,0,148.3,1
135,31.2725,-110.9362,328.4,1,1,Terra,MODIS,23,6.03,311.7,7.6,D,18:00:00,06/06/2020,06/06/2020 18:00,33,34.5,33,0,9.4,4,762.7,0,313.9,1
136,31.2745,-110.9427,330.6,1,1,Terra,MODIS,23,6.03,310.6,7.5,D,18:00:00,08/07/2020,08/07/2020 18:00,37.8,37.3,37.8,0,24,4.5,486.6,61,165.5,1
137,30.7918,-110.6405,338.1,1,1,Aqua,MODIS,76,6.03,311.8,21.7,D,20:00:00,16/07/2020,16/07/2020 20:00,29.9,30.9,29.9,0,33.7,3.6,165.6,88.5,307.5,1
138,31.2582,-110.9624,324.4,1.3,1.1,Terra,MODIS,19,6.03,301.5,8.9,D,18:00:00,22/07/2020,22/07/2020 18:00,31.1,33,31.6,0,43.3,4.3,454.3,87.1,109.9,1
139,31.2568,-110.9675,325.9,1.1,1,Terra,MODIS,28,6.03,305,10.1,D,18:00:00,16/08/2020,16/08/2020 18:00,38.2,37.3,38.2,0,22,3.1,437.7,66.8,120.7,1
140,31.2535,-110.9603,326.8,1.3,1.1,Terra,MODIS,35,6.03,311,7.6,D,18:00:00,23/08/2020,23/08/2020 18:00,37.4,39.4,37.4,0,25.5,3.6,547.3,39.8,55.2,1
141,30.9974,-110.7792,300.9,1.1,1,Terra,MODIS,35,6.03,289.9,4.8,N,05:00:00,23/09/2020,23/09/2020 05:00,19.6,22.4,19.6,0,53.9,1.9,0,7.7,77.6,1
142,30.9926,-110.8003,312.9,1,1,Terra,MODIS,86,6.03,294.3,11,N,05:00:00,25/09/2020,25/09/2020 05:00,20,19.2,20,0,38.6,2,0,0,200.6,1
143,31.0017,-110.8021,303.7,1,1,Terra,MODIS,56,6.03,293.6,4.7,N,05:00:00,25/09/2020,25/09/2020 05:00,20,19.2,20,0,38.6,2,0,0,162.8,1
144,30.9991,-110.7892,303,2,1.4,Aqua,MODIS,53,6.03,290.6,15.6,N,09:00:00,25/09/2020,25/09/2020 09:00,17,17.7,17,0,49,1.8,23.5,0,204,1
145,31.0043,-110.8008,302.2,2,1.4,Aqua,MODIS,47,6.03,290.8,14.6,N,09:00:00,25/09/2020,25/09/2020 09:00,17,17.7,17,0,49,1.8,23.5,0,117.5,1
146,30.9913,-110.8071,334.5,1.1,1,Aqua,MODIS,73,6.03,317.1,18.6,D,20:00:00,25/09/2020,25/09/2020 20:00,32.9,29.3,32.9,0,18.7,3.4,80.6,47.5,141.9,1
147,30.9899,-110.8179,329.4,1.1,1,Aqua,MODIS,56,6.03,316.2,10.4,D,20:00:00,25/09/2020,25/09/2020 20:00,32.9,29.3,32.9,0,18.7,3.4,80.6,47.5,302.1,1
148,31.2796,-110.9771,315.3,1,1,Aqua,MODIS,53,6.03,302.7,5.4,D,20:00:00,29/10/2020,29/10/2020 20:00,21.6,16.6,21.6,0,15.3,1.3,0,13.5,182.1,1
149,30.8324,-110.69,310.9,1,1,Aqua,MODIS,54,6.03,299.9,4.5,D,20:00:00,08/01/2021,08/01/2021 20:00,13.3,11.3,13.3,0,20.5,2.6,0,54.6,250.4,1
150,30.768,-110.8322,312.1,1.6,1.2,Terra,MODIS,54,6.03,300.5,9.3,D,18:00:00,10/03/2021,10/03/2021 18:00,15.8,15.5,15.8,0,16.6,8.1,409.4,0,102,1
151,31.0046,-110.8798,364.9,1,1,Aqua,MODIS,100,6.03,310.9,94,D,20:00:00,22/03/2021,22/03/2021 20:00,13.8,10.9,13.8,0,9.3,4.2,4.4,0,295.8,1
152,31.003,-110.8905,328.6,1,1,Aqua,MODIS,77,6.03,309.6,16.7,D,20:00:00,22/03/2021,22/03/2021 20:00,13.8,10.9,13.8,0,9.3,4.2,4.4,0,290.4,1
153,31.0778,-111.0996,329.1,1.1,1,Terra,MODIS,100,6.03,292.5,30.3,N,05:00:00,05/04/2021,05/04/2021 05:00,20,15.4,20,0,13.7,0.9,0,5.5,123.7,1
154,31.0852,-111.1123,315.4,1.1,1,Terra,MODIS,91,6.03,290.2,15.1,N,05:00:00,05/04/2021,05/04/2021 05:00,20,15.4,20,0,13.7,0.9,0,5.5,117.4,1
155,31.0761,-111.1106,324.1,1.1,1,Terra,MODIS,100,6.03,292.6,23.6,N,05:00:00,05/04/2021,05/04/2021 05:00,20,15.4,20,0,13.7,0.9,0,5.5,255.9,1
156,31.0744,-111.1215,339.4,1.1,1,Terra,MODIS,100,6.03,294.2,45.8,N,05:00:00,05/04/2021,05/04/2021 05:00,20,15.4,20,0,13.7,0.9,0,5.5,8,1
157,31.0727,-111.1325,311,1.1,1,Terra,MODIS,81,6.03,290.2,10.9,N,05:00:00,05/04/2021,05/04/2021 05:00,20,15.4,20,0,13.7,0.9,0,5.5,346.8,1
158,31.0909,-111.1366,316.9,1.1,1,Terra,MODIS,94,6.03,290.5,17.2,N,05:00:00,05/04/2021,05/04/2021 05:00,20,15.4,20,0,13.7,0.9,0,5.5,195.4,1
159,31.0927,-111.1252,308.7,1.1,1,Terra,MODIS,75,6.03,289.5,9.7,N,05:00:00,05/04/2021,05/04/2021 05:00,20,15.4,20,0,13.7,0.9,0,5.5,105.4,1
160,31.0818,-111.1346,323.1,1.1,1,Terra,MODIS,100,6.03,291,22.8,N,05:00:00,05/04/2021,05/04/2021 05:00,20,15.4,20,0,13.7,0.9,0,5.5,185.8,1
161,31.0835,-111.1234,335.9,1.1,1,Terra,MODIS,100,6.03,292,39.9,N,05:00:00,05/04/2021,05/04/2021 05:00,20,15.4,20,0,13.7,0.9,0,5.5,266.8,1
162,31.087,-111.1013,309.4,1.1,1,Terra,MODIS,77,6.03,289.1,10.3,N,05:00:00,05/04/2021,05/04/2021 05:00,20,15.4,20,0,13.7,0.9,0,5.5,310.9,1
163,31.0919,-111.116,305.5,1.9,1.4,Aqua,MODIS,28,6.03,287.7,19.5,N,09:00:00,05/04/2021,05/04/2021 09:00,15.6,13.3,15.6,0,19.7,1.1,37.4,26.5,312.3,1
164,31.0957,-111.1349,308.2,1.9,1.4,Aqua,MODIS,36,6.03,288.9,23.5,N,09:00:00,05/04/2021,05/04/2021 09:00,15.6,13.3,15.6,0,19.7,1.1,37.4,26.5,58.3,1
165,31.084,-111.098,344.5,1,1,Aqua,MODIS,87,6.03,315.3,35.3,D,20:00:00,05/04/2021,05/04/2021 20:00,27.8,24.6,27.8,0,7,5.7,219.2,75.1,99.9,1
166,31.0966,-111.1443,328.9,1,1,Aqua,MODIS,38,6.03,316.9,9.8,D,20:00:00,05/04/2021,05/04/2021 20:00,27.8,24.6,27.8,0,7,5.7,219.2,75.1,185,1
167,31.0707,-111.1286,334.7,1,1,Aqua,MODIS,67,6.03,317.9,16.1,D,20:00:00,05/04/2021,05/04/2021 20:00,27.8,24.6,27.8,0,7,5.7,219.2,75.1,304.2,1
168,31.1158,-111.123,301.7,1.8,1.3,Terra,MODIS,43,6.03,288.2,14,N,05:00:00,08/04/2021,08/04/2021 05:00,16.9,13.5,16.9,0,16.6,1.2,0,23.2,1,1
169,31.0185,-110.8954,328.1,1.9,1.3,Aqua,MODIS,52,6.03,317.2,22.2,D,21:00:00,10/04/2021,10/04/2021 21:00,24.9,19.5,24.9,0,8,4.7,31.9,25.1,3.4,1
170,31.1637,-111.0429,331.5,1,1,Aqua,MODIS,64,6.03,314.8,14.7,D,20:00:00,16/05/2021,16/05/2021 20:00,25.5,22.8,25.5,0,9.9,8.8,313.9,0,5.7,1
171,30.7913,-110.8405,336.5,1.8,1.3,Aqua,MODIS,78,6.03,315.2,35.9,D,20:00:00,05/06/2021,05/06/2021 20:00,31,30.1,31,0,11.8,7.2,330.5,0,234.2,1
172,30.7982,-110.8472,334.4,1.8,1.3,Aqua,MODIS,74,6.03,315.9,29.6,D,20:00:00,05/06/2021,05/06/2021 20:00,31,30.1,31,0,11.8,7.2,330.5,0,159.4,1
173,31.2761,-110.9374,330.3,1,1,Terra,MODIS,21,6.03,313,7.1,D,18:00:00,09/06/2021,09/06/2021 18:00,34.1,37.5,34.1,0,4.3,5.2,767.6,76.9,264.1,1
174,31.1588,-111.038,328.6,1.4,1.2,Terra,MODIS,100,6.03,297.1,41.7,N,05:00:00,20/06/2021,20/06/2021 05:00,25.7,24.1,25.7,0,44,2,0,26.2,0,1
175,31.1631,-111.0442,318.7,1.4,1.2,Terra,MODIS,97,6.03,296.8,23.7,N,05:00:00,20/06/2021,20/06/2021 05:00,25.7,24.1,25.7,0,44,2,0,26.2,103.3,1
176,31.1647,-111.029,315.4,1.4,1.2,Terra,MODIS,90,6.03,296.4,18.8,N,05:00:00,20/06/2021,20/06/2021 05:00,25.7,24.1,25.7,0,44,2,0,26.2,121.6,1
177,31.3043,-111.1175,324.4,1.2,1.1,Terra,MODIS,28,6.03,295.4,14.1,D,18:00:00,23/06/2021,23/06/2021 18:00,26.7,30.2,26.7,0.09,54.2,5.1,434.8,74,353,1
178,31.258,-110.9615,330,1.3,1.1,Terra,MODIS,41,6.03,308,12.8,D,18:00:00,09/07/2021,09/07/2021 18:00,36.5,40.8,36.5,0,19.6,3.2,665.4,16.5,251.9,1
179,31.2496,-110.9674,316.1,1.1,1,Terra,MODIS,35,6.03,300.9,7.8,D,18:00:00,19/08/2021,19/08/2021 18:00,27.1,31.5,27.5,0,49,4.4,563.3,31.6,72.3,1
180,31.2589,-110.9634,319.3,1,1,Terra,MODIS,12,6.03,304.9,6.4,D,18:00:00,21/08/2021,21/08/2021 18:00,30.4,34.9,30.4,0,33.4,3.3,654.8,3.9,272.8,1
181,31.257,-110.9602,325.6,1.3,1.1,Terra,MODIS,18,6.03,308,12.7,D,18:00:00,26/08/2021,26/08/2021 18:00,34.6,36.9,34.6,0,22.4,1.5,489.9,53.3,217.9,1
182,31.2554,-110.9605,316,1.5,1.2,Terra,MODIS,14,6.03,299.1,13.3,D,18:00:00,02/09/2021,02/09/2021 18:00,27.2,30.9,27.5,0,49,2.8,478.7,35.2,312.9,1
183,31.2583,-110.9617,320.2,1.1,1,Terra,MODIS,36,6.03,302.2,9.1,D,18:00:00,04/09/2021,04/09/2021 18:00,28.6,32.5,29.2,0,49.8,1.6,436.9,49.9,188,1
184,30.8985,-110.6987,322.4,1.2,1.1,Aqua,MODIS,72,6.03,304.7,17.3,D,20:00:00,10/02/2022,10/02/2022 20:00,15.1,11.8,15.1,0,12.3,2.5,0,0,156,1
185,31.2392,-110.9953,320.6,1.7,1.3,Aqua,MODIS,57,6.03,308.2,14.5,D,21:00:00,12/03/2022,12/03/2022 21:00,15.2,12.4,15.2,0,14.4,1.2,0,70.5,263.6,1
186,31.2561,-110.9616,316.9,1.1,1,Terra,MODIS,29,6.03,299.5,6.1,D,18:00:00,31/03/2022,31/03/2022 18:00,21.6,20.6,21.6,0,19.6,5.2,443.6,68.1,235.8,1
187,30.8828,-110.7235,311,1.4,1.2,Terra,MODIS,81,6.03,285.5,20.8,N,05:00:00,10/04/2022,10/04/2022 05:00,14.7,12.7,14.7,0,39.8,3.9,0,42.4,180.5,1
188,31.269,-110.9429,330,1.3,1.1,Aqua,MODIS,14,6.03,314.9,9.5,D,20:00:00,12/05/2022,12/05/2022 20:00,28.2,25.9,28.2,0,3.1,3.9,318.6,0,336.8,1
189,30.883,-110.7541,310.1,1.1,1,Terra,MODIS,79,6.03,290.2,11.3,N,05:00:00,24/05/2022,24/05/2022 05:00,16,14,16,0,38.4,1.8,0,96.2,167.7,1
190,30.8908,-110.7669,312.8,1.1,1,Terra,MODIS,86,6.03,289.2,12.5,N,05:00:00,24/05/2022,24/05/2022 05:00,16,14,16,0,38.4,1.8,0,96.2,167.7,1
191,30.8921,-110.7562,345.3,1.1,1,Terra,MODIS,100,6.03,291.9,58.1,N,05:00:00,24/05/2022,24/05/2022 05:00,16,14,16,0,38.4,1.8,0,96.2,167.7,1
192,30.8817,-110.7649,305.4,1.1,1,Terra,MODIS,64,6.03,290,7.6,N,05:00:00,24/05/2022,24/05/2022 05:00,16,14,16,0,38.4,1.8,0,96.2,167.7,1
193,30.8838,-110.7506,336.6,1.1,1,Aqua,MODIS,27,6.03,318.5,17.6,D,20:00:00,24/05/2022,24/05/2022 20:00,29.4,27.6,29.4,0,6.8,4.9,326.2,35.5,348.3,1
194,30.8916,-110.7638,364.7,1.1,1,Aqua,MODIS,100,6.03,320.5,88.7,D,20:00:00,24/05/2022,24/05/2022 20:00,29.4,27.6,29.4,0,6.8,4.9,326.2,35.5,348.3,1
195,30.885,-110.8137,308.4,4.6,2,Terra,MODIS,74,6.03,292.1,77,N,04:00:00,25/05/2022,25/05/2022 04:00,19.9,16.5,19.9,0,31,1.5,0,53.2,62.5,1
196,30.899,-110.7577,312.5,4.5,2,Terra,MODIS,85,6.03,290.8,104.4,N,04:00:00,25/05/2022,25/05/2022 04:00,19.9,16.5,19.9,0,31,1.5,0,53.2,62.5,1
197,30.8981,-110.7522,307.1,4.5,2,Terra,MODIS,70,6.03,290.7,67.1,N,04:00:00,25/05/2022,25/05/2022 04:00,19.9,16.5,19.9,0,31,1.5,0,53.2,62.5,1
198,30.8846,-110.8077,308.9,4.6,2,Terra,MODIS,76,6.03,292.3,77.8,N,04:00:00,25/05/2022,25/05/2022 04:00,19.9,16.5,19.9,0,31,1.5,0,53.2,62.5,1
199,31.2519,-110.9621,328.2,1.3,1.1,Terra,MODIS,33,6.03,314.1,8.5,D,18:00:00,25/05/2022,25/05/2022 18:00,33.8,37.1,33.8,0,6.1,2.9,749.7,0,327.5,1
200,30.8979,-110.7829,315.2,1,1,Terra,MODIS,91,6.03,294.6,12.9,N,05:00:00,26/05/2022,26/05/2022 05:00,18.8,17,18.8,0,41.3,0.9,0,0,162.8,1
201,30.9013,-110.7612,304.9,1,1,Terra,MODIS,61,6.03,292,5.7,N,05:00:00,26/05/2022,26/05/2022 05:00,18.8,17,18.8,0,41.3,0.9,0,0,162.8,1
202,30.9086,-110.7737,315.5,1,1,Terra,MODIS,91,6.03,292.9,13.1,N,05:00:00,26/05/2022,26/05/2022 05:00,18.8,17,18.8,0,41.3,0.9,0,0,162.8,1
203,30.8962,-110.7942,307.8,1,1,Terra,MODIS,72,6.03,295.4,7.3,N,05:00:00,26/05/2022,26/05/2022 05:00,18.8,17,18.8,0,41.3,0.9,0,0,162.8,1
204,30.9103,-110.7627,318,1,1,Terra,MODIS,96,6.03,292.1,16.2,N,05:00:00,26/05/2022,26/05/2022 05:00,18.8,17,18.8,0,41.3,0.9,0,0,162.8,1
205,30.9069,-110.7849,317.9,1,1,Terra,MODIS,96,6.03,294.4,15.3,N,05:00:00,26/05/2022,26/05/2022 05:00,18.8,17,18.8,0,41.3,0.9,0,0,162.8,1
206,30.914,-110.7571,304.9,1.4,1.2,Aqua,MODIS,39,6.03,288.8,10.5,N,09:00:00,26/05/2022,26/05/2022 09:00,18.1,17.9,18.1,0,42.7,1.2,169.1,0,119.7,1
207,30.8981,-110.7865,305.9,1.4,1.2,Aqua,MODIS,35,6.03,290.8,10.9,N,09:00:00,26/05/2022,26/05/2022 09:00,18.1,17.9,18.1,0,42.7,1.2,169.1,0,119.7,1
208,30.9057,-110.7709,327.7,3.4,1.7,Terra,MODIS,33,6.03,312.1,47.5,D,17:00:00,26/05/2022,26/05/2022 17:00,35.5,40.4,35.5,0,8.4,5.9,853.3,0,236.5,1
209,30.9122,-110.7744,355.3,1,1,Aqua,MODIS,87,6.03,316.8,50.3,D,20:00:00,26/05/2022,26/05/2022 20:00,33.5,32.8,33.5,0,9.8,4.9,321.8,0,234.1,1
210,30.9016,-110.7833,339.4,1,1,Aqua,MODIS,21,6.03,320.2,14.9,D,20:00:00,26/05/2022,26/05/2022 20:00,33.5,32.8,33.5,0,9.8,4.9,321.8,0,234.1,1
211,30.9106,-110.7852,346.1,1,1,Aqua,MODIS,59,6.03,319.2,27.8,D,20:00:00,26/05/2022,26/05/2022 20:00,33.5,32.8,33.5,0,9.8,4.9,321.8,0,234.1,1
212,30.891,-110.7924,352.3,1,1,Aqua,MODIS,89,6.03,325.2,37.4,D,20:00:00,26/05/2022,26/05/2022 20:00,33.5,32.8,33.5,0,9.8,4.9,321.8,0,234.1,1
213,30.9202,-110.7684,304.5,3.1,1.7,Terra,MODIS,60,6.03,291.8,27.2,N,06:00:00,27/05/2022,27/05/2022 06:00,18.9,16.2,18.9,0,38.4,1.8,0,0,146.7,1
214,30.9232,-110.7523,304.4,3.2,1.7,Aqua,MODIS,60,6.03,290.3,35.8,N,08:00:00,27/05/2022,27/05/2022 08:00,17.9,15.9,17.9,0,42.2,1.5,3,0,163.4,1
215,30.9248,-110.757,301.9,3.2,1.7,Aqua,MODIS,45,6.03,290.5,27.9,N,08:00:00,27/05/2022,27/05/2022 08:00,17.9,15.9,17.9,0,42.2,1.5,3,0,163.4,1
216,30.9144,-110.7753,334.1,1,1,Terra,MODIS,48,6.03,313.6,16.1,D,18:00:00,27/05/2022,27/05/2022 18:00,34.5,38,34.5,0,5.5,5.4,757.7,0,233.7,1
217,30.916,-110.7854,333.5,1,1,Terra,MODIS,43,6.03,315,15.5,D,18:00:00,27/05/2022,27/05/2022 18:00,34.5,38,34.5,0,5.5,5.4,757.7,0,233.7,1
218,30.9202,-110.7529,354.3,1,1,Terra,MODIS,95,6.03,312.4,55.3,D,18:00:00,27/05/2022,27/05/2022 18:00,34.5,38,34.5,0,5.5,5.4,757.7,0,233.7,1
219,30.9067,-110.7925,332.7,3.2,1.7,Aqua,MODIS,59,6.03,318.3,61.1,D,21:00:00,27/05/2022,27/05/2022 21:00,31.2,27.8,31.2,0,8.3,4.2,110.9,0,239.2,1
220,30.9207,-110.7552,324.8,1.4,1.2,Terra,MODIS,100,6.03,293.5,35.9,N,05:00:00,28/05/2022,28/05/2022 05:00,18.4,15,18.4,0,28.3,1.9,0,10.7,169.6,1
221,30.9229,-110.7427,321.1,1.4,1.2,Terra,MODIS,94,6.03,294.5,29.2,N,05:00:00,28/05/2022,28/05/2022 05:00,18.4,15,18.4,0,28.3,1.9,0,10.7,169.6,1
222,30.9103,-110.7526,309.3,1.4,1.2,Terra,MODIS,41,6.03,290.9,12.7,N,05:00:00,28/05/2022,28/05/2022 05:00,18.4,15,18.4,0,28.3,1.9,0,10.7,169.6,1
