Index,latitude,longitude,brightness,scan,track,satellite,instrument,confidence,version,bright_t31,frp,daynight,hour,date,hourly_datetime,temperature,apparent_temperature,heat_index,precipitation,humidity,wind_speed,solar_radiation,cloudiness,wind_direction,Fire
1,30.8342,-110.8534,322,1.9,1.3,Aqua,MODIS,68,6.03,306.2,21.2,D,21:00:00,24/02/2016,24/02/2016 21:00,15.6,12.8,15.6,0,20,1.5,0,0,285.6,1
2,31.2519,-110.9623,313.8,1.1,1,Terra,MODIS,32,6.03,296.5,5.8,D,18:00:00,30/03/2016,30/03/2016 18:00,14.5,15.2,14.5,0,27.2,5,340.4,0.3,234.2,1
3,31.0972,-110.8965,325.5,1.4,1.2,Terra,MODIS,67,6.03,308.7,17.3,D,17:00:00,03/04/2016,03/04/2016 17:00,25.3,29,25.3,0,9.9,2.1,873.7,0,181.4,1
4,31.0988,-110.911,339.3,1.4,1.2,Terra,MODIS,86,6.03,310.5,46.8,D,17:00:00,03/04/2016,03/04/2016 17:00,25.3,29,25.3,0,9.9,2.1,873.7,0,81.6,1
5,30.7656,-110.8255,301.6,1,1,Aqua,MODIS,43,6.03,281.1,7.8,N,09:00:00,04/04/2016,04/04/2016 09:00,12.6,11.8,12.6,0,31.2,1.6,34.3,0,272.7,1
6,30.7745,-110.8238,300.4,1,1,Aqua,MODIS,27,6.03,281.1,7.2,N,09:00:00,04/04/2016,04/04/2016 09:00,12.6,11.8,12.6,0,31.2,1.6,34.3,0,352.4,1
7,30.9077,-110.693,323.4,2,1.4,Terra,MODIS,39,6.03,307.9,25.7,D,17:00:00,21/04/2016,21/04/2016 17:00,29.6,33.6,29.6,0,5.8,4.8,906.5,0,334.1,1
8,30.9098,-110.715,324.3,2.1,1.4,Terra,MODIS,50,6.03,306.6,30.2,D,17:00:00,21/04/2016,21/04/2016 17:00,29.6,33.6,29.6,0,5.8,4.8,906.5,0,316.1,1
9,31.3099,-111.0984,337.7,1,1,Aqua,MODIS,77,6.03,318.2,21.4,D,20:00:00,11/05/2016,11/05/2016 20:00,28.2,26.5,28.2,0,9.8,3.2,307.2,0,158,1
10,30.8771,-110.679,333.2,1.7,1.3,Aqua,MODIS,52,6.03,316,25.1,D,20:00:00,07/06/2016,07/06/2016 20:00,33,33.1,33,0,15.7,5.5,343.6,0,106.9,1
11,30.8931,-110.7062,335.4,1.7,1.3,Aqua,MODIS,67,6.03,316.4,38.1,D,20:00:00,07/06/2016,07/06/2016 20:00,33,33.1,33,0,15.7,5.5,343.6,0,198.3,1
12,30.8965,-110.7021,334.4,1.7,1.3,Aqua,MODIS,18,6.03,316.8,30.9,D,20:00:00,07/06/2016,07/06/2016 20:00,33,33.1,33,0,15.7,5.5,343.6,0,126.4,1
13,31.2518,-110.9614,326.5,1,1,Terra,MODIS,24,6.03,306,7.4,D,18:00:00,11/06/2016,11/06/2016 18:00,30.6,33.4,30.6,0,21.3,6,618.1,0,244.9,1
14,31.2353,-110.9477,336.5,1.6,1.2,Terra,MODIS,76,6.03,316.4,37.5,D,18:00:00,16/06/2016,16/06/2016 18:00,33.6,37.2,33.6,0,6.1,4.3,789.1,0,61.8,1
15,31.253,-110.9672,331.9,1.2,1.1,Aqua,MODIS,60,6.03,310.6,10.2,D,20:00:00,23/07/2016,23/07/2016 20:00,31.4,31.8,31.4,0,33.1,4.7,237.2,0,181.2,1
16,31.257,-110.9636,328.5,1,1,Terra,MODIS,43,6.03,309.4,5.8,D,18:00:00,29/07/2016,29/07/2016 18:00,34,37.9,34,0,31,3.8,560.2,0,55.4,1
17,31.2484,-110.9628,325.4,1.1,1,Terra,MODIS,50,6.03,304.9,12.6,D,18:00:00,05/08/2016,05/08/2016 18:00,30.3,34.3,30.3,0.05,38,2.4,552.7,0,172.2,1
18,31.2577,-110.9608,328,1.1,1,Terra,MODIS,70,6.03,304.9,16.2,D,18:00:00,05/08/2016,05/08/2016 18:00,30.3,34.3,30.3,0.05,38,2.4,552.7,0,20.6,1
19,31.2542,-110.97,328.6,1.2,1.1,Aqua,MODIS,33,6.03,308.1,10,D,20:00:00,08/08/2016,08/08/2016 20:00,31.3,31.2,31.3,0,30.7,1.4,209,0,36.3,1
20,31.2562,-110.962,323.3,1,1,Terra,MODIS,42,6.03,306.1,7.8,D,18:00:00,14/08/2016,14/08/2016 18:00,32.4,36.5,32.4,0,23.3,4,683.2,0,29,1
21,31.2556,-110.9629,322.5,1.3,1.1,Terra,MODIS,34,6.03,306.3,9,D,18:00:00,28/08/2016,28/08/2016 18:00,30.7,33.9,30.7,0,18.5,2.5,672.1,0,231.8,1
22,31.2585,-110.9652,318,1.1,1,Terra,MODIS,29,6.03,304.5,5.4,D,18:00:00,22/09/2016,22/09/2016 18:00,28,30.3,28,0,25.7,5.1,567.5,0,80.1,1
23,31.0443,-110.6363,302.5,1.3,1.1,Terra,MODIS,44,6.03,289.2,6.6,D,17:00:00,29/11/2016,29/11/2016 17:00,10.8,13.4,10.8,0,29.4,4.6,311.6,0,162.7,1
24,31.1305,-110.6568,313.2,1.6,1.3,Terra,MODIS,54,6.03,302,9.7,D,17:00:00,10/02/2017,10/02/2017 17:00,29,26.3,29,0,10.6,4.4,492.7,0,317.2,1
25,31.258,-110.9674,301.9,1.3,1.1,Terra,MODIS,9,6.03,288.1,3.5,D,18:00:00,20/02/2017,20/02/2017 18:00,17.8,17.3,17.8,0,38,4.4,315.8,0.1,258.3,1
26,31.2564,-110.9625,309.6,1,1,Terra,MODIS,13,6.03,296.1,3.2,D,18:00:00,22/02/2017,22/02/2017 18:00,25,21.5,25,0,21.2,5.9,326.7,0,337.1,1
27,31.2079,-110.9227,335.6,1.1,1,Aqua,MODIS,81,6.03,311.7,26.2,D,20:00:00,25/03/2017,25/03/2017 20:00,20.8,13.9,20.8,0,17.7,6.4,3.5,0,137.4,1
28,31.2065,-110.9336,327,1.1,1,Aqua,MODIS,67,6.03,313.3,13,D,20:00:00,25/03/2017,25/03/2017 20:00,20.8,13.9,20.8,0,17.7,6.4,3.5,0,194.4,1
29,31.1593,-110.9881,327.1,1.1,1,Terra,MODIS,60,6.03,313.5,10.9,D,18:00:00,18/04/2017,18/04/2017 18:00,31.3,31.8,31.3,0,10.1,4.7,704.7,0,19.5,1
30,31.2571,-110.9612,325.1,1.1,1,Terra,MODIS,17,6.03,309.1,6.7,D,18:00:00,18/04/2017,18/04/2017 18:00,31.3,31.8,31.3,0,10.1,4.7,704.7,0,29.9,1
31,31.2872,-110.9539,329.6,1.9,1.3,Aqua,MODIS,58,6.03,314.4,25.7,D,21:00:00,01/05/2017,01/05/2017 21:00,26.9,19.2,26.9,0,6.7,4,63.5,0,331.2,1
32,31.253,-110.9584,329.5,1.1,1,Terra,MODIS,19,6.03,313.5,7.6,D,18:00:00,04/05/2017,04/05/2017 18:00,35.5,36.3,35.5,0,6.9,3.5,705,0,330.3,1
33,31.2548,-110.9695,330.5,1.1,1,Terra,MODIS,39,6.03,313.6,8.9,D,18:00:00,04/05/2017,04/05/2017 18:00,35.5,36.3,35.5,0,6.9,3.5,705,0,332.4,1
34,31.254,-110.967,320.3,1.3,1.1,Terra,MODIS,13,6.03,303.4,8.2,D,18:00:00,11/05/2017,11/05/2017 18:00,27.3,28.6,27.3,0,18.5,4.4,732.8,0,260.1,1
35,31.1237,-110.6556,351.1,1.1,1,Aqua,MODIS,93,6.03,329,36.4,D,20:00:00,13/06/2017,13/06/2017 20:00,34.1,30.3,34.1,0,3.9,4.3,366.6,0,69.7,1
36,31.2739,-110.9412,334.1,1,1,Terra,MODIS,40,6.03,318.3,8.2,D,18:00:00,14/06/2017,14/06/2017 18:00,37.7,39.6,37.7,0,2,3.5,793.9,0,237.4,1
37,31.1583,-111.043,326.2,1,1,Terra,MODIS,100,6.03,298.1,20.8,N,05:00:00,20/06/2017,20/06/2017 05:00,28.1,21.7,28.1,0,18.5,2.6,0,0,338.9,1
38,31.1597,-111.0326,342.5,1,1,Terra,MODIS,100,6.03,299.4,44.4,N,05:00:00,20/06/2017,20/06/2017 05:00,28.1,21.7,28.1,0,18.5,2.6,0,0,283.9,1
39,31.1594,-111.0136,303.8,2.5,1.5,Aqua,MODIS,31,6.03,291.2,15.9,N,09:00:00,20/06/2017,20/06/2017 09:00,29,26.4,29,0,19.1,1.8,147.4,0,248.3,1
40,31.16,-111.0357,308.7,2.5,1.5,Aqua,MODIS,75,6.03,291.9,28.7,N,09:00:00,20/06/2017,20/06/2017 09:00,29,26.4,29,0,19.1,1.8,147.4,0,253.7,1
41,31.1647,-111.0392,308.2,2.5,1.5,Aqua,MODIS,74,6.03,291.7,25.2,N,09:00:00,20/06/2017,20/06/2017 09:00,29,26.4,29,0,19.1,1.8,147.4,0,124.6,1
42,31.1642,-111.027,306.5,1.7,1.3,Aqua,MODIS,68,6.03,295.1,12.3,N,08:00:00,21/06/2017,21/06/2017 08:00,22.4,22,22.4,0,36.5,0.7,0.9,0,180.4,1
43,31.1644,-111.039,305.9,1.7,1.3,Aqua,MODIS,66,6.03,294.9,10.7,N,08:00:00,21/06/2017,21/06/2017 08:00,22.4,22,22.4,0,36.5,0.7,0.9,0,121.5,1
44,31.1559,-111.0352,334.2,1,1,Aqua,MODIS,67,6.03,316.4,11.2,D,20:00:00,22/06/2017,22/06/2017 20:00,35.5,35.1,35.5,0,21.3,9.2,262.4,0,129.1,1
45,31.2545,-110.9635,322.4,1.3,1.1,Terra,MODIS,38,6.03,298.7,14.1,D,18:00:00,14/07/2017,14/07/2017 18:00,32.9,32.6,32.9,0,35.8,3.5,453,4.1,124.7,1
46,31.2584,-110.9553,323.8,1.1,1,Terra,MODIS,11,6.03,306.5,9.5,D,18:00:00,08/08/2017,08/08/2017 18:00,35,35.4,35,0,24.5,1.2,556.2,0,199.7,1
47,31.2492,-110.9573,322.9,1.1,1,Terra,MODIS,14,6.03,305.9,8.7,D,18:00:00,08/08/2017,08/08/2017 18:00,35,35.4,35,0,24.5,1.2,556.2,0,80.7,1
48,31.2539,-110.966,327,1.2,1.1,Aqua,MODIS,28,6.03,307,15.4,D,20:00:00,11/08/2017,11/08/2017 20:00,32.7,30.8,32.7,0,33.7,4.4,216.4,0.1,27.5,1
49,31.2567,-110.9632,324.8,1,1,Terra,MODIS,21,6.03,308.4,9.2,D,18:00:00,17/08/2017,17/08/2017 18:00,32.9,35.3,32.9,0,12.7,3.9,704.3,0,174.6,1
50,31.308,-110.9062,334.2,1,1,Terra,MODIS,83,6.03,306.8,24.9,D,18:00:00,20/10/2017,20/10/2017 18:00,28.6,26.7,28.6,0,20.4,7.4,419.8,0,123.2,1
51,30.7735,-110.8177,312.7,1.1,1.1,Aqua,MODIS,85,6.03,292.5,14.2,N,09:00:00,25/10/2017,25/10/2017 09:00,12.2,13.3,12.2,0,46.1,1.2,0,0,72.4,1
52,30.7697,-110.8251,314.3,1.1,1.1,Aqua,MODIS,89,6.03,292.7,16.3,N,09:00:00,25/10/2017,25/10/2017 09:00,12.2,13.3,12.2,0,46.1,1.2,0,0,149.7,1
53,30.7681,-110.8136,302.4,1.1,1.1,Aqua,MODIS,49,6.03,292.2,6.6,N,09:00:00,25/10/2017,25/10/2017 09:00,12.2,13.3,12.2,0,46.1,1.2,0,0,25.9,1
54,30.775,-110.8293,301.3,1.1,1.1,Aqua,MODIS,35,6.03,291.1,5.9,N,09:00:00,25/10/2017,25/10/2017 09:00,12.2,13.3,12.2,0,46.1,1.2,0,0,279,1
55,31.2393,-110.9705,318.3,1,1,Aqua,MODIS,63,6.03,303.4,8.7,D,20:00:00,22/11/2017,22/11/2017 20:00,20.4,14.4,20.4,0,13.5,2.5,0,0,3.2,1
56,30.9786,-110.8816,312,1.9,1.3,Aqua,MODIS,55,6.03,299,14.7,D,21:00:00,12/01/2018,12/01/2018 21:00,12.5,11.5,12.5,0,31.4,2.4,0,0,253.9,1
57,31.2738,-110.9358,332.9,1,1,Terra,MODIS,47,6.03,314.1,9.6,D,18:00:00,01/06/2018,01/06/2018 18:00,35.6,36.9,35.6,0,4.1,5.9,754.8,0,350.8,1
58,31.1671,-111.0359,304.5,1,1,Aqua,MODIS,60,6.03,290.5,6.9,N,09:00:00,04/06/2018,04/06/2018 09:00,18.4,20.1,18.4,0,18.6,0.9,164.3,0,292,1
59,30.7398,-110.7614,363.7,1.4,1.2,Aqua,MODIS,100,6.03,315.7,129.7,D,20:00:00,04/06/2018,04/06/2018 20:00,35,33.3,35,0,9.9,6,325.6,0,99.7,1
60,30.7479,-110.7552,341.3,1.4,1.2,Aqua,MODIS,82,6.03,312.4,42.8,D,20:00:00,04/06/2018,04/06/2018 20:00,35,33.3,35,0,9.9,6,325.6,0,300.6,1
61,30.7452,-110.77,351.2,1.4,1.2,Aqua,MODIS,93,6.03,315.6,74.3,D,20:00:00,04/06/2018,04/06/2018 20:00,35,33.3,35,0,9.9,6,325.6,0,136.1,1
62,30.7472,-110.7697,310.3,1.3,1.1,Terra,MODIS,80,6.03,295.2,12,N,05:00:00,05/06/2018,05/06/2018 05:00,22.1,19.1,22.1,0,36.6,0.9,0,0,355,1
63,30.7487,-110.7571,314.4,1.3,1.1,Terra,MODIS,89,6.03,294.2,16.1,N,05:00:00,05/06/2018,05/06/2018 05:00,22.1,19.1,22.1,0,36.6,0.9,0,0,52.9,1
64,30.7387,-110.7556,313.9,1.3,1.1,Terra,MODIS,88,6.03,289.2,16.2,N,05:00:00,05/06/2018,05/06/2018 05:00,22.1,19.1,22.1,0,36.6,0.9,0,0,326.5,1
65,30.7425,-110.7603,337.5,1.6,1.2,Terra,MODIS,81,6.03,311.6,42.6,D,17:00:00,05/06/2018,05/06/2018 17:00,36.3,41,36.3,0,15.8,7.7,887.8,0,47.3,1
66,30.7408,-110.745,330.5,1.6,1.2,Terra,MODIS,69,6.03,310.3,24.1,D,17:00:00,05/06/2018,05/06/2018 17:00,36.3,41,36.3,0,15.8,7.7,887.8,0,355.7,1
67,30.7423,-110.736,303.3,1.1,1,Aqua,MODIS,46,6.03,292.7,5.4,N,09:00:00,06/06/2018,06/06/2018 09:00,22.1,22.8,22.1,0,36.7,2.3,156.7,0,317.4,1
68,30.7438,-110.7469,306.7,1.1,1,Aqua,MODIS,69,6.03,292.3,7.6,N,09:00:00,06/06/2018,06/06/2018 09:00,22.1,22.8,22.1,0,36.7,2.3,156.7,0,86.1,1
69,30.7414,-110.7495,327.9,1.7,1.3,Terra,MODIS,48,6.03,311.8,22.2,D,18:00:00,06/06/2018,06/06/2018 18:00,36.7,38.7,36.7,0,11.5,8.5,730.5,0,71.1,1
70,30.7394,-110.7436,333.7,1.7,1.3,Terra,MODIS,73,6.03,311.8,37.2,D,18:00:00,06/06/2018,06/06/2018 18:00,36.7,38.7,36.7,0,11.5,8.5,730.5,0,132,1
71,30.9618,-110.662,330.2,1,1,Terra,MODIS,54,6.03,314.3,13.1,D,18:00:00,10/06/2018,10/06/2018 18:00,36.1,38.7,36.1,0,8.9,5.3,745.5,0,109,1
72,30.9633,-110.6723,346.4,1,1,Terra,MODIS,89,6.03,314.9,39.9,D,18:00:00,10/06/2018,10/06/2018 18:00,36.1,38.7,36.1,0,8.9,5.3,745.5,0,136.6,1
73,30.9549,-110.6896,312.2,1.7,1.3,Terra,MODIS,84,6.03,293.2,21,N,05:00:00,11/06/2018,11/06/2018 05:00,16.8,13.9,16.8,0,21.6,1.8,0,0,21.4,1
74,30.9579,-110.674,307.3,1.7,1.3,Terra,MODIS,56,6.03,294,12.9,N,05:00:00,11/06/2018,11/06/2018 05:00,16.8,13.9,16.8,0,21.6,1.8,0,0,359.5,1
75,30.9495,-110.6562,313.2,1.7,1.3,Terra,MODIS,87,6.03,295.7,21.6,N,05:00:00,11/06/2018,11/06/2018 05:00,16.8,13.9,16.8,0,21.6,1.8,0,0,73.7,1
76,30.9526,-110.6403,308.4,1.7,1.3,Terra,MODIS,53,6.03,295,14.7,N,05:00:00,11/06/2018,11/06/2018 05:00,16.8,13.9,16.8,0,21.6,1.8,0,0,26,1
77,30.9486,-110.6437,301.1,1.1,1.1,Aqua,MODIS,38,6.03,290.8,5.5,N,09:00:00,11/06/2018,11/06/2018 09:00,16.8,18.4,16.8,0,26.7,0.1,169.4,0,141,1
78,30.9506,-110.6555,303.2,1.1,1.1,Aqua,MODIS,54,6.03,291.1,6.4,N,09:00:00,11/06/2018,11/06/2018 09:00,16.8,18.4,16.8,0,26.7,0.1,169.4,0,249.4,1
79,30.9728,-110.67,341.1,1.2,1.1,Aqua,MODIS,81,6.03,320.9,27.6,D,20:00:00,11/06/2018,11/06/2018 20:00,36.4,33.6,36.4,0,3.4,4.2,349.9,0,249.4,1
80,30.9407,-110.686,351.1,1.2,1.1,Aqua,MODIS,93,6.03,320.9,54.6,D,20:00:00,11/06/2018,11/06/2018 20:00,36.4,33.6,36.4,0,3.4,4.2,349.9,0,78.9,1
81,30.9391,-110.6822,316.1,1.6,1.2,Terra,MODIS,93,6.03,294.6,23.9,N,05:00:00,12/06/2018,12/06/2018 05:00,18,17.6,18,0,17.6,1.4,0,0,291.8,1
82,30.941,-110.6646,318.6,1.6,1.2,Terra,MODIS,97,6.03,294.7,28.1,N,05:00:00,12/06/2018,12/06/2018 05:00,18,17.6,18,0,17.6,1.4,0,0,29.5,1
83,30.9399,-110.6884,316,1.6,1.2,Terra,MODIS,89,6.03,294.4,22.9,N,05:00:00,12/06/2018,12/06/2018 05:00,18,17.6,18,0,17.6,1.4,0,0,333.4,1
84,30.9417,-110.6711,317.9,1.6,1.2,Terra,MODIS,96,6.03,294.4,26.8,N,05:00:00,12/06/2018,12/06/2018 05:00,18,17.6,18,0,17.6,1.4,0,0,276,1
85,30.9374,-110.6989,308.3,1.6,1.2,Terra,MODIS,44,6.03,293.6,12.3,N,05:00:00,12/06/2018,12/06/2018 05:00,18,17.6,18,0,17.6,1.4,0,0,265.6,1
86,31.2551,-110.9605,323.1,1.3,1.1,Terra,MODIS,52,6.03,302.2,13.4,D,18:00:00,17/07/2018,17/07/2018 18:00,32.5,33.6,32.5,0,36.1,5,521,0.1,153.1,1
87,31.2545,-110.963,322.1,1.1,1,Terra,MODIS,58,6.03,303.2,11.5,D,18:00:00,27/08/2018,27/08/2018 18:00,31.5,34.2,31.5,0,32.6,3.4,663.2,0,77.5,1
88,31.2543,-110.9645,316.7,1,1,Terra,MODIS,22,6.03,301.8,5.4,D,18:00:00,21/09/2018,21/09/2018 18:00,30.5,31.1,30.5,0,31.6,4.5,487.2,0,159.4,1
89,31.2514,-110.9656,309,1.2,1.1,Aqua,MODIS,18,6.03,296.4,4.7,D,20:00:00,17/10/2018,17/10/2018 20:00,19.3,15.6,19.3,0,40.3,6.5,29.4,0,142.6,1
90,31.2547,-110.965,302.6,1,1,Terra,MODIS,10,6.03,290.9,1.9,D,18:00:00,24/11/2018,24/11/2018 18:00,19.8,14.9,19.8,0,20.2,3.9,116.8,0,358.9,1
91,31.2569,-110.9627,305.5,1.3,1.1,Terra,MODIS,25,6.03,290.4,4.5,D,18:00:00,26/02/2019,26/02/2019 18:00,21.5,17.8,21.5,0,11.2,4.2,348.9,0,274.2,1
92,31.0603,-110.8945,322.9,1,1,Terra,MODIS,77,6.03,298.6,15.5,D,18:00:00,28/02/2019,28/02/2019 18:00,23.4,20,23.4,0,17.1,2.3,353.5,0,2,1
93,31.2571,-110.9618,317.5,1,1,Terra,MODIS,31,6.03,302.6,4.3,D,18:00:00,01/04/2019,01/04/2019 18:00,26.1,23.4,26.1,0,6.7,5.6,435.6,0,182,1
94,31.2545,-110.9612,322.2,1.1,1,Terra,MODIS,28,6.03,306.9,6.4,D,18:00:00,08/04/2019,08/04/2019 18:00,31.4,32.7,31.4,0,5.7,2,674.9,0,205.3,1
95,31.2701,-110.9378,318.1,1.2,1.1,Aqua,MODIS,19,6.03,302.9,5.8,D,20:00:00,11/04/2019,11/04/2019 20:00,18.2,14.1,18.2,0,9,5.3,207.5,0,164.1,1
96,31.2517,-110.9643,317.9,1.2,1.1,Aqua,MODIS,14,6.03,301.7,6.6,D,20:00:00,11/04/2019,11/04/2019 20:00,18.2,14.1,18.2,0,9,5.3,207.5,0,299.8,1
97,31.2557,-110.9662,322.4,1.3,1.1,Terra,MODIS,39,6.03,305.3,9.9,D,18:00:00,01/05/2019,01/05/2019 18:00,27.4,28.6,27.4,0,8.9,6.6,724.3,0,119.8,1
98,31.2968,-110.9202,375.7,1.2,1.1,Terra,MODIS,100,6.03,291,185.1,N,05:00:00,07/05/2019,07/05/2019 05:00,12.8,11.7,12.8,0,48.3,1.6,0,0,292.4,1
99,31.2953,-110.9328,327.9,1.2,1.1,Terra,MODIS,100,6.03,286.3,37.8,N,05:00:00,07/05/2019,07/05/2019 05:00,12.8,11.7,12.8,0,48.3,1.6,0,0,255.3,1
100,31.1637,-111.0274,326.2,1,1,Aqua,MODIS,48,6.03,309.9,10.9,D,20:00:00,27/05/2019,27/05/2019 20:00,23.3,19.9,23.3,0,25.8,5.4,314.7,0,214.1,1
101,31.1699,-111.0274,324.9,1,1,Terra,MODIS,55,6.03,311.9,8.1,D,18:00:00,28/05/2019,28/05/2019 18:00,26.7,26.8,26.7,0,8.2,7,726.7,0,268.6,1
102,31.1638,-111.0081,338.7,1.2,1.1,Aqua,MODIS,80,6.03,312.6,33.3,D,20:00:00,29/05/2019,29/05/2019 20:00,27.9,25.1,27.9,0,10.9,0.2,317.4,0,104.1,1
103,31.1618,-111.0202,327.8,1.2,1.1,Aqua,MODIS,40,6.03,312.9,14.9,D,20:00:00,29/05/2019,29/05/2019 20:00,27.9,25.1,27.9,0,10.9,0.2,317.4,0,318.8,1
104,31.2553,-110.9592,324.5,1.3,1.1,Terra,MODIS,37,6.03,307.5,9.4,D,18:00:00,02/06/2019,02/06/2019 18:00,31.5,32.8,31.5,0,13.1,6.8,745.4,0,178.7,1
105,31.1522,-111.0382,324.7,2.9,1.6,Aqua,MODIS,34,6.03,306.8,52.3,D,20:00:00,02/06/2019,02/06/2019 20:00,29.9,27.4,29.9,0,12.4,7.7,322.3,0,31.2,1
106,31.161,-111.0425,307.6,1.1,1,Terra,MODIS,72,6.03,290.6,9.3,N,05:00:00,03/06/2019,03/06/2019 05:00,15.2,15.1,15.2,0,54.5,2.7,0,0,105.1,1
107,31.1627,-111.0318,308.3,1,1,Terra,MODIS,74,6.03,291,9.7,N,05:00:00,03/06/2019,03/06/2019 05:00,15.2,15.1,15.2,0,54.5,2.7,0,0,27.3,1
108,30.9912,-111.0134,314.6,1.2,1.1,Terra,MODIS,89,6.03,294.3,15.2,N,05:00:00,12/06/2019,12/06/2019 05:00,21.6,20,21.6,0,25.5,0.8,0,0,255.1,1
109,30.9988,-111.0279,316.5,1.2,1.1,Terra,MODIS,93,6.03,293.4,17.1,N,05:00:00,12/06/2019,12/06/2019 05:00,21.6,20,21.6,0,25.5,0.8,0,0,113.3,1
110,31.0009,-111.0155,310,1.2,1.1,Terra,MODIS,79,6.03,292.9,10.3,N,05:00:00,12/06/2019,12/06/2019 05:00,21.6,20,21.6,0,25.5,0.8,0,0,109.7,1
111,30.9891,-111.0261,304.4,1.2,1.1,Terra,MODIS,60,6.03,293.3,5.9,N,05:00:00,12/06/2019,12/06/2019 05:00,21.6,20,21.6,0,25.5,0.8,0,0,15,1
112,30.9815,-111.0117,314.9,1.2,1.1,Terra,MODIS,90,6.03,295.1,15.4,N,05:00:00,12/06/2019,12/06/2019 05:00,21.6,20,21.6,0,25.5,0.8,0,0,103.4,1
113,31.0057,-111.0254,302.5,1.6,1.2,Aqua,MODIS,49,6.03,287.5,9.5,N,09:00:00,12/06/2019,12/06/2019 09:00,20.6,23.2,20.6,0,31.7,0,160.8,0,327.3,1
114,31.0072,-111.0239,324.2,4.5,2,Terra,MODIS,39,6.03,308.3,69.5,D,17:00:00,12/06/2019,12/06/2019 17:00,37.6,43.2,37.6,0,5.7,3.9,898.6,0,98.4,1
115,31.0022,-111.0329,346.4,1,1,Aqua,MODIS,89,6.03,321.7,31.1,D,20:00:00,12/06/2019,12/06/2019 20:00,37.3,34.9,37.3,0,6,4.9,295.3,0,111.4,1
116,31.0147,-111.0251,332,1,1,Terra,MODIS,57,6.03,312.5,12.3,D,18:00:00,13/06/2019,13/06/2019 18:00,38.2,40.6,38.2,0,6.8,9.7,729.1,0,33.8,1
117,31.2328,-111.0135,313,1,1,Terra,MODIS,86,6.03,291.3,12.8,N,05:00:00,17/06/2019,17/06/2019 05:00,18.8,17.7,18.8,0,30.9,1.9,0,0,123.1,1
118,31.2446,-111.0124,335.4,1.5,1.2,Aqua,MODIS,66,6.03,320.4,22.5,D,20:00:00,17/06/2019,17/06/2019 20:00,33.3,31.1,33.3,0,6.7,6.8,346,0,331.5,1
119,31.1657,-110.9911,333,1.3,1.1,Terra,MODIS,75,6.03,318,20.7,D,18:00:00,18/06/2019,18/06/2019 18:00,33.5,36.2,33.5,0,4.5,5.1,767.2,0,334.6,1
120,30.7397,-110.9128,331.4,1,1,Terra,MODIS,53,6.03,319.3,10,D,18:00:00,20/06/2019,20/06/2019 18:00,34.1,36.6,34.1,0,8.7,8.3,761.6,0,336.2,1
121,31.0717,-110.8361,331.2,1.1,1.1,Terra,MODIS,61,6.03,316.2,11.8,D,18:00:00,08/07/2019,08/07/2019 18:00,35.4,36.6,35.4,0,8.2,5.9,744.4,0,155,1
122,31.2558,-110.9647,331.4,1.2,1.1,Aqua,MODIS,32,6.03,310.3,8.7,D,20:00:00,16/07/2019,16/07/2019 20:00,34.2,34.3,34.2,0,24.8,1.4,193.2,0,231.2,1
123,30.992,-110.936,336.2,1.2,1.1,Aqua,MODIS,72,6.03,314.2,21.7,D,20:00:00,16/07/2019,16/07/2019 20:00,34.2,34.3,34.2,0,24.8,1.4,193.2,0,80.7,1
124,31.2541,-110.9617,324.7,1,1,Terra,MODIS,23,6.03,303.3,6.4,D,18:00:00,22/07/2019,22/07/2019 18:00,26.6,37.3,26.6,0,55.4,3.4,563.3,0,347.6,1
125,31.2549,-110.9717,324.2,1.2,1.1,Aqua,MODIS,15,6.03,303.1,10.4,D,20:00:00,01/08/2019,01/08/2019 20:00,32.8,31.1,32.9,0,36.7,2,242.3,0,38.6,1
126,31.2544,-110.9654,327.2,1.3,1.1,Terra,MODIS,36,6.03,305.5,14.2,D,18:00:00,05/08/2019,05/08/2019 18:00,30.2,35,30.2,0,36.8,6,408.7,0,97.3,1
127,31.1253,-110.9396,305.7,1.1,1,Terra,MODIS,61,6.03,292.2,5.4,D,18:00:00,05/01/2020,05/01/2020 18:00,22,17.7,22,0,10.6,3.5,167,0,83.7,1
128,31.2577,-110.9647,300.5,1.1,1,Terra,MODIS,15,6.03,284.5,2.8,D,18:00:00,06/02/2020,06/02/2020 18:00,14.2,13.8,14.2,0,21.1,3.3,278.3,0,105.7,1
129,31.245,-110.9539,316.2,1.5,1.2,Aqua,MODIS,56,6.03,299.7,12.4,D,20:00:00,15/03/2020,15/03/2020 20:00,16.9,12.9,16.9,0,30.1,4.8,0,0,311.5,1
130,31.2434,-110.9691,321.4,1.5,1.2,Aqua,MODIS,70,6.03,300.4,20.6,D,20:00:00,15/03/2020,15/03/2020 20:00,16.9,12.9,16.9,0,30.1,4.8,0,0,256.2,1
131,31.2496,-110.9712,305.1,1,1,Aqua,MODIS,23,6.03,289.3,3.2,D,20:00:00,19/03/2020,19/03/2020 20:00,11.9,8.5,11.9,0,52.5,3.5,1.3,2.1,59,1
132,31.2515,-110.9643,317.7,1.2,1.1,Aqua,MODIS,26,6.03,300.7,6.5,D,20:00:00,13/04/2020,13/04/2020 20:00,20.5,16.6,20.5,0,22.6,7.4,238.1,8.8,357.2,1
